"day" "month" "year" "wy" "tmax_c" "tmin_c" "precip"
31 7 1993 1993 25.53055555 17.26888889 0
1 8 1993 1993 25.96055555 18.45222222 0
2 8 1993 1993 26.91611111 19.24111111 0
3 8 1993 1993 25.10055555 18.45222222 0
4 8 1993 1993 25.96055555 18.09722222 0
5 8 1993 1993 26.05611111 16.48 0
6 8 1993 1993 26.91611111 16.48 0
7 8 1993 1993 25.96055555 17.70277778 0
8 8 1993 1993 25.005 17.70277778 0
9 8 1993 1993 24.575 17.70277778 0
10 8 1993 1993 26.05611111 15.257222224 0
11 8 1993 1993 26.05611111 15.33611111 0
12 8 1993 1993 26.91611111 14.902222224 0
13 8 1993 1993 26.91611111 15.257222224 0
14 8 1993 1993 24.04944445 14.902222224 0
15 8 1993 1993 23.61944445 14.507777776 0
16 8 1993 1993 23.61944445 14.902222224 0
17 8 1993 1993 24.575 16.48 0
18 8 1993 1993 23.52388889 17.26888889 0
19 8 1993 1993 23.09388889 16.48 0
20 8 1993 1993 24.04944445 15.69111111 0
21 8 1993 1993 24.575 16.125 0
22 8 1993 1993 23.52388889 16.91388889 0
23 8 1993 1993 22.61611111 16.48 0
24 8 1993 1993 22.61611111 16.48 0
25 8 1993 1993 23.09388889 15.69111111 0
26 8 1993 1993 24.04944445 16.48 0
27 8 1993 1993 24.04944445 15.69111111 0
28 8 1993 1993 25.005 16.91388889 0
29 8 1993 1993 24.04944445 16.91388889 0
30 8 1993 1993 24.575 16.91388889 0
31 8 1993 1993 24.575 16.125 0
1 9 1993 1993 26.05611111 15.257222224 0
2 9 1993 1993 25.96055555 17.70277778 0
3 9 1993 1993 25.53055555 17.26888889 0
4 9 1993 1993 26.05611111 16.48 0
5 9 1993 1993 26.48611111 15.257222224 0
6 9 1993 1993 24.04944445 17.26888889 0
7 9 1993 1993 24.04944445 14.507777776 0
8 9 1993 1993 24.575 15.69111111 0
9 9 1993 1993 25.53055555 14.902222224 0
10 9 1993 1993 25.10055555 15.257222224 0
11 9 1993 1993 25.005 14.902222224 0
12 9 1993 1993 24.575 15.69111111 0
13 9 1993 1993 23.09388889 15.69111111 0
14 9 1993 1993 23.52388889 14.152777776 0
15 9 1993 1993 23.09388889 18.05777778 0
16 9 1993 1993 23.52388889 16.125 0
17 9 1993 1993 24.575 12.575 0
18 9 1993 1993 26.48611111 12.141111111 0
19 9 1993 1993 24.04944445 14.152777776 0
20 9 1993 1993 24.04944445 14.902222224 0
21 9 1993 1993 22.66388889 17.70277778 0
22 9 1993 1993 22.61611111 12.93 0
23 9 1993 1993 22.66388889 11.352222222 0
24 9 1993 1993 24.575 12.141111111 0
25 9 1993 1993 25.005 13.718888888 0
26 9 1993 1993 25.10055555 13.718888888 0
27 9 1993 1993 29.83055555 13.363888888 0
28 9 1993 1993 29.83055555 14.902222224 0
29 9 1993 1993 25.53055555 16.125 0
30 9 1993 1993 26.48611111 12.575 0
1 10 1993 1994 26.96388889 15.257222224 0
2 10 1993 1994 26.05611111 15.257222224 0
3 10 1993 1994 26.91611111 14.902222224 0
4 10 1993 1994 22.61611111 16.125 0
5 10 1993 1994 22.66388889 12.575 0
6 10 1993 1994 23.09388889 12.575 0
7 10 1993 1994 22.61611111 12.575 0
8 10 1993 1994 23.09388889 14.902222224 0
9 10 1993 1994 23.52388889 12.93 0
10 10 1993 1994 22.18611111 12.575 3.813
11 10 1993 1994 24.575 16.48 0
12 10 1993 1994 24.575 14.507777776 0
13 10 1993 1994 23.52388889 16.91388889 0
14 10 1993 1994 23.61944445 12.93 0
15 10 1993 1994 23.61944445 14.902222224 0
16 10 1993 1994 24.04944445 15.69111111 0
17 10 1993 1994 24.04944445 12.93 0
18 10 1993 1994 23.09388889 10.957777778 0
19 10 1993 1994 26.48611111 11.352222222 0
20 10 1993 1994 26.91611111 12.141111111 0
21 10 1993 1994 26.91611111 12.575 0
22 10 1993 1994 26.48611111 12.141111111 0
23 10 1993 1994 26.91611111 11.707222222 0
24 10 1993 1994 23.52388889 15.257222224 0
25 10 1993 1994 23.09388889 14.547222224 0
26 10 1993 1994 30.78611111 15.257222224 0
27 10 1993 1994 30.78611111 12.141111111 0
28 10 1993 1994 28.875 12.141111111 0
29 10 1993 1994 25.53055555 15.33611111 0
30 10 1993 1994 23.09388889 14.152777776 0
31 10 1993 1994 21.75611111 12.93 0
1 11 1993 1994 22.18611111 12.575 0
2 11 1993 1994 29.40055555 9.813888889 0
3 11 1993 1994 29.305 9.813888889 0
4 11 1993 1994 30.78611111 10.957777778 0
5 11 1993 1994 25.005 12.141111111 0
6 11 1993 1994 24.575 12.141111111 0
7 11 1993 1994 25.005 12.141111111 0
8 11 1993 1994 23.09388889 14.507777776 0
9 11 1993 1994 23.61944445 12.93 0
10 11 1993 1994 24.04944445 12.93 5.553
11 11 1993 1994 24.575 14.547222224 8.956
12 11 1993 1994 25.005 15.257222224 0
13 11 1993 1994 22.61611111 10.168888889 0
14 11 1993 1994 23.61944445 10.957777778 0
15 11 1993 1994 23.52388889 10.247777778 0
16 11 1993 1994 23.61944445 9.813888889 0
17 11 1993 1994 24.04944445 10.168888889 0
18 11 1993 1994 23.09388889 10.957777778 0
19 11 1993 1994 22.66388889 9.38 0
20 11 1993 1994 23.09388889 9.813888889 0
21 11 1993 1994 22.18611111 9.813888889 1.762
22 11 1993 1994 21.66055555 13.718888888 0
23 11 1993 1994 21.23055555 10.957777778 0
24 11 1993 1994 21.23055555 9.38 0
25 11 1993 1994 20.80055555 8.591111111 0
26 11 1993 1994 23.09388889 8.591111111 0
27 11 1993 1994 23.09388889 10.957777778 0
28 11 1993 1994 20.80055555 11.352222222 0
29 11 1993 1994 21.75611111 12.93 31.172
30 11 1993 1994 21.66055555 13.363888888 0
1 12 1993 1994 21.23055555 9.025 0
2 12 1993 1994 26.96388889 10.168888889 0
3 12 1993 1994 26.91611111 9.813888889 0
4 12 1993 1994 25.53055555 7.052777778 0
5 12 1993 1994 20.705 7.407777778 0
6 12 1993 1994 20.705 9.025 0
7 12 1993 1994 18.31611111 7.407777778 0
8 12 1993 1994 19.74944445 7.407777778 0
9 12 1993 1994 19.74944445 9.025 0
10 12 1993 1994 20.275 8.591111111 0
11 12 1993 1994 20.275 10.957777778 17.118
12 12 1993 1994 18.79388889 10.168888889 0
13 12 1993 1994 19.22388889 6.618888889 0
14 12 1993 1994 19.22388889 6.618888889 6.871
15 12 1993 1994 17.45611111 10.602777778 0
16 12 1993 1994 17.88611111 6.618888889 0
17 12 1993 1994 17.88611111 8.591111111 1.152
18 12 1993 1994 17.88611111 9.813888889 1.187
19 12 1993 1994 17.88611111 12.575 0
20 12 1993 1994 18.79388889 7.052777778 0
21 12 1993 1994 19.22388889 5.908888889 0
22 12 1993 1994 19.31944445 5.475 0
23 12 1993 1994 21.75611111 5.475 0
24 12 1993 1994 22.18611111 7.052777778 0
25 12 1993 1994 22.66388889 6.618888889 0
26 12 1993 1994 23.09388889 10.957777778 0
27 12 1993 1994 18.79388889 9.025 0
28 12 1993 1994 19.31944445 8.236111111 0
29 12 1993 1994 21.75611111 7.407777778 0
30 12 1993 1994 21.66055555 7.802222222 0
31 12 1993 1994 20.275 6.263888889 0
1 1 1994 1994 19.74944445 7.802222222 0
2 1 1994 1994 21.75611111 7.802222222 0
3 1 1994 1994 22.66388889 8.236111111 0
4 1 1994 1994 23.52388889 7.052777778 0
5 1 1994 1994 22.18611111 12.575 0
6 1 1994 1994 23.09388889 10.168888889 0
7 1 1994 1994 19.31944445 5.475 0
8 1 1994 1994 19.74944445 5.83 0
9 1 1994 1994 21.23055555 6.618888889 0
10 1 1994 1994 21.23055555 7.407777778 0
11 1 1994 1994 20.275 5.83 0
12 1 1994 1994 22.18611111 5.83 0
13 1 1994 1994 24.575 7.407777778 0
14 1 1994 1994 25.005 8.591111111 0
15 1 1994 1994 22.18611111 8.591111111 0
16 1 1994 1994 19.74944445 7.407777778 0
17 1 1994 1994 21.23055555 7.052777778 0
18 1 1994 1994 25.53055555 7.052777778 0
19 1 1994 1994 25.96055555 7.802222222 0
20 1 1994 1994 18.31611111 12.141111111 0
21 1 1994 1994 18.79388889 8.591111111 0
22 1 1994 1994 20.80055555 7.052777778 0
23 1 1994 1994 23.09388889 13.363888888 9.702
24 1 1994 1994 18.79388889 9.025 25.102
25 1 1994 1994 16.93055555 8.157222222 0
26 1 1994 1994 19.31944445 9.38 0
27 1 1994 1994 19.74944445 8.591111111 0
28 1 1994 1994 18.79388889 6.263888889 0
29 1 1994 1994 18.79388889 6.618888889 0
30 1 1994 1994 19.22388889 6.618888889 0
31 1 1994 1994 19.31944445 6.618888889 0
1 2 1994 1994 20.275 7.407777778 0
2 2 1994 1994 18.31611111 7.447222222 0
3 2 1994 1994 18.31611111 7.802222222 12.053
4 2 1994 1994 17.88611111 12.575 2.565
5 2 1994 1994 18.36388889 12.575 0
6 2 1994 1994 18.79388889 14.152777776 6.111
7 2 1994 1994 17.88611111 12.93 42.516
8 2 1994 1994 17.88611111 11.786111111 2.08
9 2 1994 1994 18.31611111 7.407777778 0
10 2 1994 1994 18.79388889 8.591111111 0
11 2 1994 1994 18.79388889 10.602777778 0
12 2 1994 1994 18.31611111 5.041111111 0
13 2 1994 1994 18.36388889 6.263888889 0
14 2 1994 1994 19.74944445 6.697777778 0
15 2 1994 1994 19.74944445 7.802222222 0
16 2 1994 1994 20.275 10.602777778 0
17 2 1994 1994 18.79388889 12.575 52.597
18 2 1994 1994 17.36055555 8.157222222 23.835
19 2 1994 1994 16.93055555 7.802222222 16.088
20 2 1994 1994 16.50055555 11.352222222 0
21 2 1994 1994 18.36388889 9.38 0
22 2 1994 1994 19.31944445 10.602777778 0
23 2 1994 1994 19.74944445 8.157222222 0
24 2 1994 1994 19.74944445 8.591111111 0
25 2 1994 1994 20.275 10.247777778 0
26 2 1994 1994 18.79388889 12.93 0
27 2 1994 1994 20.80055555 9.813888889 0
28 2 1994 1994 21.66055555 10.168888889 0
1 3 1994 1994 26.48611111 10.168888889 0
2 3 1994 1994 26.48611111 10.168888889 0
3 3 1994 1994 24.575 12.575 0
4 3 1994 1994 16.93055555 13.363888888 0
5 3 1994 1994 16.405 14.507777776 4.026
6 3 1994 1994 17.45611111 13.718888888 3.178
7 3 1994 1994 21.23055555 11.352222222 1.382
8 3 1994 1994 21.66055555 13.363888888 0
9 3 1994 1994 17.88611111 14.507777776 0
10 3 1994 1994 18.31611111 12.141111111 0
11 3 1994 1994 22.18611111 12.141111111 0
12 3 1994 1994 22.61611111 10.957777778 0
13 3 1994 1994 26.05611111 9.38 0
14 3 1994 1994 26.05611111 10.602777778 0
15 3 1994 1994 26.48611111 10.168888889 0
16 3 1994 1994 22.61611111 10.997222222 0
17 3 1994 1994 21.23055555 12.575 0
18 3 1994 1994 19.74944445 12.93 0
19 3 1994 1994 20.275 14.507777776 23.22
20 3 1994 1994 19.74944445 11.352222222 0
21 3 1994 1994 20.275 11.352222222 0
22 3 1994 1994 19.74944445 11.352222222 0
23 3 1994 1994 19.22388889 8.157222222 0
24 3 1994 1994 17.88611111 11.707222222 40.865
25 3 1994 1994 16.50055555 7.802222222 0
26 3 1994 1994 19.74944445 11.352222222 0
27 3 1994 1994 20.275 9.813888889 0
28 3 1994 1994 19.22388889 13.718888888 0
29 3 1994 1994 18.36388889 12.575 0
30 3 1994 1994 19.74944445 11.352222222 0
31 3 1994 1994 20.80055555 10.957777778 0
1 4 1994 1994 21.23055555 10.957777778 0
2 4 1994 1994 18.79388889 14.507777776 0
3 4 1994 1994 21.23055555 14.152777776 0
4 4 1994 1994 25.10055555 10.602777778 0
5 4 1994 1994 25.53055555 10.957777778 0
6 4 1994 1994 21.23055555 11.352222222 0
7 4 1994 1994 19.31944445 13.363888888 0
8 4 1994 1994 20.275 11.352222222 0
9 4 1994 1994 20.80055555 11.707222222 4.224
10 4 1994 1994 24.04944445 10.168888889 0
11 4 1994 1994 24.575 10.168888889 0
12 4 1994 1994 25.005 11.352222222 0
13 4 1994 1994 24.04944445 10.957777778 0
14 4 1994 1994 21.23055555 12.141111111 0
15 4 1994 1994 18.36388889 11.352222222 0
16 4 1994 1994 18.79388889 12.141111111 0
17 4 1994 1994 22.66388889 11.352222222 0
18 4 1994 1994 24.575 12.575 0
19 4 1994 1994 23.09388889 12.575 0
20 4 1994 1994 20.275 12.575 0
21 4 1994 1994 19.74944445 11.707222222 0
22 4 1994 1994 22.66388889 13.363888888 0
23 4 1994 1994 23.09388889 10.957777778 0.648
24 4 1994 1994 18.79388889 9.813888889 0.255
25 4 1994 1994 19.22388889 12.141111111 4.768
26 4 1994 1994 18.31611111 11.707222222 5.746
27 4 1994 1994 20.275 11.707222222 1.056
28 4 1994 1994 17.45611111 9.025 0
29 4 1994 1994 18.36388889 10.602777778 0
30 4 1994 1994 18.79388889 12.141111111 0
1 5 1994 1994 18.36388889 10.168888889 0
2 5 1994 1994 18.79388889 10.957777778 0
3 5 1994 1994 19.22388889 10.957777778 0
4 5 1994 1994 18.36388889 11.352222222 0
5 5 1994 1994 19.22388889 13.718888888 0
6 5 1994 1994 18.31611111 10.957777778 2.386
7 5 1994 1994 18.36388889 10.168888889 0.912
8 5 1994 1994 20.80055555 12.575 0
9 5 1994 1994 22.18611111 12.141111111 0
10 5 1994 1994 20.275 13.363888888 0
11 5 1994 1994 19.22388889 14.507777776 0
12 5 1994 1994 19.31944445 14.547222224 0
13 5 1994 1994 20.275 12.575 0
14 5 1994 1994 20.275 11.352222222 0
15 5 1994 1994 20.275 10.168888889 0
16 5 1994 1994 21.23055555 10.957777778 0
17 5 1994 1994 21.66055555 10.997222222 3.216
18 5 1994 1994 18.31611111 12.575 5.551
19 5 1994 1994 20.275 9.813888889 0
20 5 1994 1994 21.23055555 9.813888889 0
21 5 1994 1994 22.61611111 11.707222222 0
22 5 1994 1994 23.09388889 12.93 0
23 5 1994 1994 20.275 13.718888888 0
24 5 1994 1994 19.22388889 14.507777776 0
25 5 1994 1994 20.275 14.902222224 0
26 5 1994 1994 21.23055555 14.507777776 0
27 5 1994 1994 21.23055555 11.707222222 0
28 5 1994 1994 22.66388889 10.957777778 0
29 5 1994 1994 23.09388889 11.707222222 0
30 5 1994 1994 23.52388889 12.575 0
31 5 1994 1994 21.75611111 12.93 0
1 6 1994 1994 22.66388889 12.93 0
2 6 1994 1994 26.91611111 12.93 0
3 6 1994 1994 23.61944445 12.93 0
4 6 1994 1994 23.52388889 13.363888888 0
5 6 1994 1994 24.575 12.575 0
6 6 1994 1994 25.53055555 14.152777776 0
7 6 1994 1994 25.005 12.141111111 0
8 6 1994 1994 23.61944445 11.707222222 0
9 6 1994 1994 24.04944445 13.363888888 0
10 6 1994 1994 22.18611111 14.902222224 0
11 6 1994 1994 19.74944445 15.257222224 0
12 6 1994 1994 19.22388889 15.257222224 0
13 6 1994 1994 20.275 13.718888888 0
14 6 1994 1994 21.23055555 14.902222224 0
15 6 1994 1994 22.66388889 13.363888888 0
16 6 1994 1994 22.66388889 11.352222222 0
17 6 1994 1994 23.09388889 12.141111111 0
18 6 1994 1994 24.04944445 12.575 0
19 6 1994 1994 25.005 14.902222224 0
20 6 1994 1994 23.52388889 12.93 0
21 6 1994 1994 24.04944445 14.152777776 0
22 6 1994 1994 24.04944445 14.507777776 0
23 6 1994 1994 25.53055555 13.718888888 0
24 6 1994 1994 25.96055555 13.718888888 0
25 6 1994 1994 27.39388889 14.152777776 0
26 6 1994 1994 27.39388889 13.718888888 0
27 6 1994 1994 27.39388889 15.257222224 0
28 6 1994 1994 25.53055555 15.33611111 0
29 6 1994 1994 24.04944445 15.257222224 0
30 6 1994 1994 24.575 13.718888888 0
1 7 1994 1994 25.53055555 15.69111111 0
2 7 1994 1994 25.53055555 14.152777776 0
3 7 1994 1994 22.18611111 13.718888888 0
4 7 1994 1994 22.66388889 12.93 0
5 7 1994 1994 23.09388889 13.363888888 0
6 7 1994 1994 22.61611111 14.507777776 0
7 7 1994 1994 21.23055555 14.507777776 0
8 7 1994 1994 21.23055555 16.125 0
9 7 1994 1994 21.23055555 15.257222224 0
10 7 1994 1994 22.18611111 15.69111111 0
11 7 1994 1994 22.61611111 15.257222224 0
12 7 1994 1994 21.66055555 15.257222224 0
13 7 1994 1994 21.75611111 14.507777776 0
14 7 1994 1994 22.66388889 14.547222224 0
15 7 1994 1994 22.61611111 14.507777776 0
16 7 1994 1994 22.61611111 13.363888888 0
17 7 1994 1994 22.18611111 14.152777776 0
18 7 1994 1994 21.23055555 13.718888888 0
19 7 1994 1994 20.80055555 15.257222224 0
20 7 1994 1994 23.09388889 13.718888888 0
21 7 1994 1994 24.575 16.48 0
22 7 1994 1994 25.005 15.257222224 0
23 7 1994 1994 23.61944445 14.152777776 0
24 7 1994 1994 26.05611111 13.718888888 0
25 7 1994 1994 25.96055555 14.152777776 0
26 7 1994 1994 25.10055555 15.257222224 0
27 7 1994 1994 25.53055555 14.507777776 0
28 7 1994 1994 25.005 15.257222224 0
29 7 1994 1994 24.575 15.257222224 0
30 7 1994 1994 22.66388889 14.152777776 0
31 7 1994 1994 22.66388889 14.902222224 0
1 8 1994 1994 23.61944445 12.93 0
2 8 1994 1994 24.575 13.718888888 0
3 8 1994 1994 25.005 15.69111111 0
4 8 1994 1994 25.53055555 16.48 0
5 8 1994 1994 26.96388889 14.902222224 0
6 8 1994 1994 27.39388889 15.69111111 0
7 8 1994 1994 27.39388889 15.257222224 0
8 8 1994 1994 26.48611111 15.257222224 0
9 8 1994 1994 25.53055555 14.902222224 0
10 8 1994 1994 27.91944445 16.48 0
11 8 1994 1994 28.34944445 16.91388889 0
12 8 1994 1994 28.34944445 16.48 0
13 8 1994 1994 30.78611111 18.05777778 0
14 8 1994 1994 30.78611111 18.05777778 0
15 8 1994 1994 29.83055555 17.26888889 0
16 8 1994 1994 27.39388889 16.48 0
17 8 1994 1994 26.91611111 15.257222224 0
18 8 1994 1994 25.96055555 18.45222222 0
19 8 1994 1994 25.96055555 17.26888889 0
20 8 1994 1994 24.04944445 16.91388889 0
21 8 1994 1994 25.005 17.26888889 0
22 8 1994 1994 24.575 16.48 0
23 8 1994 1994 24.575 13.718888888 0
24 8 1994 1994 26.05611111 13.363888888 0
25 8 1994 1994 26.48611111 14.902222224 0
26 8 1994 1994 26.48611111 14.152777776 0
27 8 1994 1994 26.91611111 16.91388889 0
28 8 1994 1994 26.48611111 15.257222224 0
29 8 1994 1994 26.96388889 13.718888888 0
30 8 1994 1994 27.39388889 13.718888888 0
31 8 1994 1994 23.52388889 15.69111111 0
1 9 1994 1994 22.18611111 14.547222224 0
2 9 1994 1994 23.09388889 14.152777776 0
3 9 1994 1994 25.10055555 12.93 0
4 9 1994 1994 25.53055555 14.507777776 0
5 9 1994 1994 24.575 15.257222224 0
6 9 1994 1994 24.575 15.257222224 0
7 9 1994 1994 25.53055555 15.257222224 0
8 9 1994 1994 25.10055555 14.507777776 0
9 9 1994 1994 27.39388889 14.152777776 0
10 9 1994 1994 29.305 12.93 0
11 9 1994 1994 26.96388889 12.93 0
12 9 1994 1994 25.53055555 12.575 0
13 9 1994 1994 25.96055555 11.707222222 0
14 9 1994 1994 23.61944445 12.141111111 0
15 9 1994 1994 28.875 13.363888888 0
16 9 1994 1994 28.875 14.507777776 0
17 9 1994 1994 22.66388889 16.91388889 0
18 9 1994 1994 23.09388889 15.257222224 0
19 9 1994 1994 21.75611111 16.125 0
20 9 1994 1994 22.18611111 15.257222224 0
21 9 1994 1994 22.18611111 14.902222224 0
22 9 1994 1994 22.66388889 13.718888888 0
23 9 1994 1994 24.04944445 16.91388889 0
24 9 1994 1994 24.575 14.507777776 0
25 9 1994 1994 25.53055555 13.363888888 0
26 9 1994 1994 25.96055555 13.363888888 0
27 9 1994 1994 27.39388889 15.69111111 0
28 9 1994 1994 27.82388889 17.70277778 0
29 9 1994 1994 30.78611111 17.70277778 0
30 9 1994 1994 31.21611111 14.152777776 0
1 10 1994 1995 25.005 15.69111111 0
2 10 1994 1995 20.80055555 16.55888889 0
3 10 1994 1995 19.74944445 16.55888889 1.058
4 10 1994 1995 21.75611111 16.91388889 18.938
5 10 1994 1995 21.23055555 14.902222224 19.773
6 10 1994 1995 22.18611111 13.797777776 0
7 10 1994 1995 25.53055555 12.575 9.308
8 10 1994 1995 31.69388889 13.363888888 5.945
9 10 1994 1995 32.64944445 13.797777776 0.599
10 10 1994 1995 28.34944445 13.008888888 36.304
11 10 1994 1995 24.575 12.575 0
12 10 1994 1995 26.05611111 12.141111111 0
13 10 1994 1995 25.53055555 14.902222224 0
14 10 1994 1995 22.18611111 14.902222224 0
15 10 1994 1995 23.09388889 13.008888888 0
16 10 1994 1995 22.66388889 10.997222222 0
17 10 1994 1995 22.18611111 9.813888889 0
18 10 1994 1995 22.18611111 10.997222222 0
19 10 1994 1995 21.75611111 9.813888889 0
20 10 1994 1995 22.18611111 10.247777778 0
21 10 1994 1995 22.66388889 11.352222222 0
22 10 1994 1995 21.23055555 12.141111111 0
23 10 1994 1995 21.23055555 12.575 0
24 10 1994 1995 21.75611111 12.575 0
25 10 1994 1995 20.80055555 11.786111111 0
26 10 1994 1995 19.74944445 11.352222222 0
27 10 1994 1995 20.275 12.141111111 0
28 10 1994 1995 19.74944445 14.152777776 0
29 10 1994 1995 20.275 13.797777776 0
30 10 1994 1995 20.80055555 11.352222222 0
31 10 1994 1995 24.575 10.997222222 0
1 11 1994 1995 21.75611111 10.997222222 0
2 11 1994 1995 22.66388889 13.363888888 0
3 11 1994 1995 20.275 9.458888889 0
4 11 1994 1995 19.31944445 7.447222222 0
5 11 1994 1995 18.79388889 8.591111111 0
6 11 1994 1995 19.74944445 8.591111111 0
7 11 1994 1995 18.79388889 11.352222222 0
8 11 1994 1995 18.79388889 13.008888888 0
9 11 1994 1995 18.36388889 9.813888889 0
10 11 1994 1995 16.93055555 11.786111111 0
11 11 1994 1995 17.88611111 8.591111111 0
12 11 1994 1995 19.74944445 8.591111111 0
13 11 1994 1995 18.79388889 7.802222222 0
14 11 1994 1995 19.31944445 7.052777778 0
15 11 1994 1995 18.79388889 7.447222222 0
16 11 1994 1995 18.36388889 12.575 0
17 11 1994 1995 18.79388889 10.602777778 0
18 11 1994 1995 16.50055555 11.352222222 0
19 11 1994 1995 15.975 10.602777778 0
20 11 1994 1995 16.50055555 5.908888889 0
21 11 1994 1995 19.74944445 7.447222222 0
22 11 1994 1995 21.75611111 7.052777778 0
23 11 1994 1995 21.23055555 6.697777778 0
24 11 1994 1995 19.31944445 6.263888889 0
25 11 1994 1995 15.975 7.802222222 0
26 11 1994 1995 15.975 9.025 2.551
27 11 1994 1995 17.88611111 9.458888889 0
28 11 1994 1995 19.31944445 8.236111111 0
29 11 1994 1995 20.275 6.697777778 0
30 11 1994 1995 22.66388889 7.447222222 0
1 12 1994 1995 20.80055555 8.236111111 0
2 12 1994 1995 19.74944445 9.025 0
3 12 1994 1995 16.93055555 11.352222222 0
4 12 1994 1995 17.88611111 11.352222222 0
5 12 1994 1995 19.31944445 9.458888889 0
6 12 1994 1995 17.88611111 9.813888889 0
7 12 1994 1995 18.36388889 10.247777778 0
8 12 1994 1995 16.93055555 4.252222222 0
9 12 1994 1995 18.79388889 5.041111111 0
10 12 1994 1995 19.74944445 6.263888889 0
11 12 1994 1995 16.93055555 9.025 0
12 12 1994 1995 16.50055555 6.697777778 4.59
13 12 1994 1995 16.93055555 7.052777778 0
14 12 1994 1995 16.50055555 7.802222222 0
15 12 1994 1995 16.50055555 9.025 0
16 12 1994 1995 17.88611111 7.052777778 0
17 12 1994 1995 19.74944445 7.052777778 0
18 12 1994 1995 18.36388889 7.802222222 0
19 12 1994 1995 20.80055555 9.458888889 0
20 12 1994 1995 23.61944445 8.236111111 0
21 12 1994 1995 21.23055555 7.802222222 0
22 12 1994 1995 22.66388889 10.602777778 0
23 12 1994 1995 20.80055555 8.591111111 0
24 12 1994 1995 18.79388889 11.352222222 18.299
25 12 1994 1995 18.79388889 10.602777778 0
26 12 1994 1995 20.275 8.236111111 0
27 12 1994 1995 18.79388889 9.38 0
28 12 1994 1995 18.36388889 12.141111111 0
29 12 1994 1995 15.975 7.802222222 0
30 12 1994 1995 16.50055555 7.447222222 0
31 12 1994 1995 16.93055555 11.352222222 0
1 1 1995 1995 18.79388889 10.997222222 0
2 1 1995 1995 17.88611111 7.407777778 0
3 1 1995 1995 17.88611111 7.447222222 40.13
4 1 1995 1995 15.44944445 12.575 89.923
5 1 1995 1995 17.45611111 13.363888888 1.75
6 1 1995 1995 16.93055555 10.602777778 0
7 1 1995 1995 15.975 13.008888888 31.165
8 1 1995 1995 16.50055555 13.797777776 59.258
9 1 1995 1995 15.975 15.33611111 34.822
10 1 1995 1995 15.975 15.33611111 201.712
11 1 1995 1995 17.88611111 14.902222224 16.862
12 1 1995 1995 18.79388889 13.797777776 16.523
13 1 1995 1995 18.36388889 14.547222224 14.725
14 1 1995 1995 16.50055555 14.152777776 0
15 1 1995 1995 15.44944445 10.602777778 0
16 1 1995 1995 16.50055555 11.352222222 0
17 1 1995 1995 16.50055555 9.025 0
18 1 1995 1995 17.45611111 7.802222222 0
19 1 1995 1995 17.45611111 7.802222222 0
20 1 1995 1995 16.50055555 9.458888889 11.181
21 1 1995 1995 15.44944445 9.458888889 0.345
22 1 1995 1995 15.44944445 11.786111111 5.136
23 1 1995 1995 15.019444445 13.363888888 49.061
24 1 1995 1995 15.019444445 14.152777776 92.847
25 1 1995 1995 16.50055555 13.797777776 11.072
26 1 1995 1995 16.93055555 10.997222222 0
27 1 1995 1995 16.93055555 9.813888889 0
28 1 1995 1995 18.79388889 11.352222222 0
29 1 1995 1995 18.79388889 10.602777778 0
30 1 1995 1995 20.80055555 10.997222222 0
31 1 1995 1995 22.18611111 11.352222222 0
1 2 1995 1995 25.53055555 11.352222222 0
2 2 1995 1995 25.53055555 12.575 0
3 2 1995 1995 25.10055555 11.786111111 0
4 2 1995 1995 19.74944445 11.786111111 0
5 2 1995 1995 19.31944445 11.352222222 0
6 2 1995 1995 18.79388889 12.141111111 0
7 2 1995 1995 17.88611111 12.141111111 0
8 2 1995 1995 17.45611111 13.363888888 17.61
9 2 1995 1995 17.88611111 12.141111111 3.273
10 2 1995 1995 17.45611111 10.247777778 0
11 2 1995 1995 17.45611111 12.575 0
12 2 1995 1995 17.45611111 12.141111111 0
13 2 1995 1995 16.93055555 11.786111111 7.34
14 2 1995 1995 17.88611111 14.902222224 20.493
15 2 1995 1995 18.36388889 10.247777778 0
16 2 1995 1995 19.74944445 9.813888889 0
17 2 1995 1995 20.275 11.352222222 0
18 2 1995 1995 24.04944445 11.352222222 0
19 2 1995 1995 26.96388889 10.247777778 0
20 2 1995 1995 28.34944445 11.352222222 0
21 2 1995 1995 27.39388889 14.547222224 0
22 2 1995 1995 18.36388889 14.902222224 0
23 2 1995 1995 17.88611111 13.797777776 0
24 2 1995 1995 16.93055555 14.902222224 0
25 2 1995 1995 16.50055555 14.902222224 0
26 2 1995 1995 17.45611111 14.902222224 0
27 2 1995 1995 17.45611111 14.902222224 0
28 2 1995 1995 17.88611111 14.902222224 0
1 3 1995 1995 18.36388889 13.797777776 2.886
2 3 1995 1995 16.93055555 14.547222224 32.939
3 3 1995 1995 17.88611111 14.902222224 2.974
4 3 1995 1995 17.45611111 12.141111111 16.711
5 3 1995 1995 16.50055555 14.547222224 51.205
6 3 1995 1995 20.80055555 10.997222222 0
7 3 1995 1995 20.80055555 10.997222222 0
8 3 1995 1995 19.31944445 12.575 0
9 3 1995 1995 18.36388889 13.797777776 2.479
10 3 1995 1995 17.45611111 14.902222224 87.099
11 3 1995 1995 18.36388889 14.547222224 43.489
12 3 1995 1995 19.31944445 11.352222222 0
13 3 1995 1995 19.31944445 14.152777776 0
